订单号,订单日期,产品类别,产品名称,销售区域,城市,销售渠道,客户类型,数量,单价,折扣率,销售额
ORD20258961,2024-03-24,办公用品,A4打印纸,华中,郑州,线上商城,会员用户,1,268.95,0.0,268.95
ORD20258963,2024-03-24,电子产品,机械键盘,华东,苏州,线上商城,企业采购,4,2493.08,0.2,7977.86
ORD20259488,2024-03-24,家居用品,加湿器,华东,杭州,线上商城,企业采购,2,226.25,0.0,452.5
ORD20261773,2024-03-24,服装鞋帽,连帽卫衣,东北,大连,小程序,会员用户,4,418.31,0.0,1673.24
ORD20241914,2024-03-24,运动户外,健身哑铃,西南,昆明,线上商城,个人用户,3,226.77,0.0,680.31
ORD20240702,2024-03-24,电子产品,高清显示器,华东,苏州,小程序,个人用户,7,1981.24,0.3,9708.08
ORD20264348,2024-03-24,服装鞋帽,修身牛仔裤,西南,重庆,APP,个人用户,9,160.51,0.3,1011.21
ORD20252362,2024-03-24,家居用品,北欧落地灯,华北,太原,APP,个人用户,2,758.83,0.05,1441.78
ORD20255409,2024-03-24,服装鞋帽,修身牛仔裤,西南,贵阳,小程序,个人用户,1,553.26,0.0,553.26
ORD20263415,2024-03-24,办公用品,办公椅,华北,石家庄,APP,企业采购,13,570.25,0.2,5930.6
ORD20242085,2024-03-25,电子产品,便携充电宝,华南,深圳,小程序,企业采购,2,2736.46,0.0,5472.92
ORD20263334,2024-03-25,食品饮料,有机牛奶,华南,深圳,线上商城,会员用户,10,206.02,0.1,1854.18
ORD20259083,2024-03-25,电子产品,智能手表,华南,佛山,线上商城,个人用户,3,2638.32,0.0,7914.96
ORD20247450,2024-03-25,办公用品,办公椅,华中,郑州,小程序,企业采购,8,675.82,0.05,5136.23
ORD20261518,2024-03-25,办公用品,文件收纳盒,华东,杭州,APP,个人用户,4,681.22,0.2,2179.9
ORD20248905,2024-03-25,运动户外,户外帐篷,华南,深圳,小程序,个人用户,5,469.81,0.15,1996.69
ORD20240162,2024-03-25,服装鞋帽,修身牛仔裤,西南,成都,线上商城,个人用户,3,587.94,0.0,1763.82
ORD20265493,2024-03-25,电子产品,智能手表,西南,重庆,APP,个人用户,5,902.55,0.2,3610.2
ORD20246126,2024-03-25,办公用品,A4打印纸,华北,北京,小程序,企业采购,2,419.57,0.15,713.27
ORD20243543,2024-03-25,服装鞋帽,纯棉T恤,华东,苏州,线下门店,会员用户,2,764.26,0.0,1528.52
ORD20240692,2024-03-25,美妆个护,保湿面霜,华东,苏州,小程序,个人用户,9,786.58,0.3,4955.45
ORD20259438,2024-03-25,电子产品,便携充电宝,华东,杭州,APP,会员用户,5,6537.0,0.2,26148.0
ORD20254113,2024-03-25,食品饮料,挂耳咖啡,东北,哈尔滨,小程序,个人用户,9,113.29,0.0,1019.61
ORD20264090,2024-03-25,母婴玩具,保温奶瓶,华南,东莞,APP,企业采购,4,509.55,0.0,2038.2
ORD20260262,2024-03-25,服装鞋帽,连帽卫衣,华东,上海,线上商城,个人用户,7,470.93,0.05,3131.68
ORD20262381,2024-03-25,美妆个护,氨基酸洁面,华东,上海,线上商城,个人用户,1,763.12,0.1,686.81
ORD20240481,2024-03-25,服装鞋帽,修身牛仔裤,华东,苏州,APP,企业采购,7,761.74,0.2,4265.74
ORD20263199,2024-03-25,运动户外,户外帐篷,华东,宁波,APP,会员用户,3,1081.97,0.15,2759.02
ORD20262800,2024-03-25,电子产品,高清显示器,华南,深圳,APP,企业采购,3,1449.43,0.0,4348.29
ORD20247273,2024-03-25,食品饮料,手工巧克力,西北,兰州,小程序,企业采购,11,155.32,0.15,1452.24
ORD20248640,2024-03-25,办公用品,文件收纳盒,西南,成都,线上商城,个人用户,5,355.58,0.05,1689.0
ORD20255359,2024-03-25,母婴玩具,保温奶瓶,华南,佛山,小程序,个人用户,5,354.74,0.15,1507.64
ORD20262798,2024-03-25,母婴玩具,保温奶瓶,华南,东莞,线上商城,会员用户,2,64.1,0.2,102.56
ORD20264008,2024-03-25,电子产品,智能手表,华南,东莞,小程序,个人用户,3,5482.6,0.0,16447.8
ORD20252789,2024-03-25,运动户外,户外帐篷,东北,大连,小程序,个人用户,4,941.01,0.05,3575.84
ORD20258345,2024-03-25,食品饮料,手工巧克力,华东,上海,线上商城,个人用户,22,92.61,0.3,1426.19
ORD20241683,2024-03-25,电子产品,智能手表,华中,武汉,APP,个人用户,2,8189.76,0.05,15560.54
ORD20264055,2024-03-25,服装鞋帽,防风外套,西南,重庆,线上商城,个人用户,2,112.94,0.05,214.59
ORD20266892,2024-03-25,运动户外,运动水壶,华东,南京,线上商城,个人用户,3,440.88,0.15,1124.24
ORD20247781,2024-03-25,办公用品,办公椅,华北,北京,线上商城,会员用户,7,209.63,0.0,1467.41
ORD20255309,2024-03-25,电子产品,机械键盘,华北,北京,APP,会员用户,1,6983.69,0.05,6634.51
ORD20240073,2024-03-25,母婴玩具,婴儿纸尿裤,华北,太原,小程序,会员用户,4,168.73,0.1,607.43
ORD20257775,2024-03-25,家居用品,陶瓷餐具套装,华北,天津,APP,个人用户,4,409.56,0.3,1146.77
ORD20256499,2024-03-25,运动户外,运动水壶,华东,宁波,线下门店,企业采购,3,1025.76,0.15,2615.69
ORD20241834,2024-03-25,运动户外,健身哑铃,东北,大连,线上商城,个人用户,2,825.88,0.2,1321.41
ORD20251619,2024-03-25,家居用品,陶瓷餐具套装,华东,苏州,线上商城,会员用户,7,1287.48,0.3,6308.65
ORD20245945,2024-03-25,美妆个护,香氛沐浴露,华东,南京,小程序,个人用户,4,572.13,0.1,2059.67
ORD20264547,2024-03-25,电子产品,便携充电宝,华中,武汉,线上商城,会员用户,1,7451.37,0.0,7451.37
ORD20268710,2024-03-25,家居用品,北欧落地灯,华北,天津,线上商城,企业采购,2,810.09,0.15,1377.15
ORD20248783,2024-03-25,家居用品,加湿器,华东,苏州,小程序,会员用户,1,862.32,0.0,862.32
ORD20249365,2024-03-25,食品饮料,有机牛奶,华南,佛山,线上商城,个人用户,20,195.42,0.2,3126.72
ORD20263646,2024-03-25,食品饮料,手工巧克力,华东,南京,线上商城,会员用户,7,75.4,0.0,527.8
ORD20267701,2024-03-25,服装鞋帽,跑步鞋,华东,苏州,线下门店,个人用户,9,500.75,0.3,3154.72
ORD20249566,2024-03-25,家居用品,北欧落地灯,东北,大连,APP,企业采购,9,492.89,0.3,3105.21
ORD20249451,2024-03-25,办公用品,办公椅,华南,东莞,APP,个人用户,10,32.17,0.15,273.45
ORD20266881,2024-03-25,电子产品,无线蓝牙耳机,西南,重庆,线上商城,个人用户,7,8910.46,0.3,43661.25
ORD20244722,2024-03-25,食品饮料,气泡水,华南,广州,线上商城,企业采购,2,216.79,0.0,433.58
ORD20256607,2024-03-25,电子产品,高清显示器,华东,杭州,线上商城,企业采购,1,7923.02,0.0,7923.02
ORD20259642,2024-03-25,运动户外,运动水壶,华北,太原,APP,个人用户,4,141.16,0.05,536.41
ORD20244620,2024-03-25,电子产品,机械键盘,东北,沈阳,线上商城,个人用户,1,4539.04,0.0,4539.04
ORD20252709,2024-03-25,服装鞋帽,修身牛仔裤,华南,深圳,线上商城,个人用户,11,334.77,0.3,2577.73
ORD20245311,2024-03-25,电子产品,机械键盘,华南,深圳,线上商城,会员用户,5,6582.11,0.15,27973.97
ORD20260891,2024-03-25,电子产品,无线蓝牙耳机,西北,兰州,线上商城,个人用户,2,6139.2,0.05,11664.48
ORD20248960,2024-03-25,家居用品,实木置物架,华东,杭州,小程序,个人用户,4,639.32,0.1,2301.55
ORD20242068,2024-03-25,家居用品,实木置物架,华北,天津,APP,企业采购,9,996.9,0.3,6280.47
ORD20251336,2024-03-25,食品饮料,坚果零食礼包,华中,长沙,线上商城,个人用户,2,94.48,0.0,188.96
ORD20240752,2024-03-25,电子产品,智能手机,华南,广州,线上商城,企业采购,1,8066.29,0.0,8066.29
ORD20251339,2024-03-25,电子产品,机械键盘,东北,沈阳,线下门店,企业采购,5,5243.08,0.2,20972.32
ORD20247961,2024-03-25,服装鞋帽,修身牛仔裤,华北,北京,APP,个人用户,3,615.22,0.0,1845.66
ORD20252693,2024-03-25,食品饮料,气泡水,华东,杭州,线下门店,个人用户,5,176.13,0.05,836.62
ORD20243640,2024-03-25,服装鞋帽,连帽卫衣,华东,上海,小程序,会员用户,7,488.83,0.2,2737.45
ORD20267800,2024-03-25,服装鞋帽,修身牛仔裤,西南,重庆,线上商城,会员用户,4,187.26,0.0,749.04
ORD20250409,2024-03-25,电子产品,智能手表,东北,沈阳,线上商城,企业采购,4,6858.61,0.05,26062.72
ORD20242072,2024-03-25,运动户外,运动水壶,华东,南京,APP,会员用户,2,487.1,0.2,779.36
ORD20257912,2024-03-25,食品饮料,有机牛奶,华北,太原,线下门店,个人用户,20,128.69,0.3,1801.66
ORD20259640,2024-03-25,服装鞋帽,纯棉T恤,华中,郑州,APP,个人用户,7,388.63,0.05,2584.39
ORD20255399,2024-03-25,家居用品,北欧落地灯,华北,北京,线上商城,会员用户,4,502.34,0.0,2009.36
ORD20255211,2024-03-25,美妆个护,氨基酸洁面,华北,天津,线上商城,个人用户,4,566.64,0.2,1813.25
ORD20251981,2024-03-25,食品饮料,有机牛奶,华中,武汉,线上商城,企业采购,18,210.24,0.2,3027.46
ORD20266293,2024-03-25,食品饮料,手工巧克力,华北,北京,小程序,个人用户,5,172.03,0.05,817.14
ORD20241721,2024-03-25,家居用品,实木置物架,华东,上海,APP,个人用户,3,1469.69,0.1,3968.16
ORD20253164,2024-03-25,家居用品,记忆棉枕头,华东,南京,线下门店,会员用户,3,1180.13,0.15,3009.33
ORD20265181,2024-03-25,食品饮料,挂耳咖啡,华南,佛山,APP,个人用户,6,272.68,0.0,1636.08
ORD20257404,2024-03-25,家居用品,加湿器,华东,南京,APP,会员用户,5,54.56,0.15,231.88
ORD20258416,2024-03-25,美妆个护,保湿面霜,华南,广州,APP,企业采购,3,205.74,0.0,617.22
ORD20252194,2024-03-25,服装鞋帽,防风外套,华中,郑州,APP,个人用户,5,155.73,0.0,778.65
ORD20257053,2024-03-25,服装鞋帽,跑步鞋,华南,广州,线下门店,个人用户,1,571.92,0.05,543.32
ORD20240556,2024-03-25,电子产品,无线蓝牙耳机,华东,南京,线下门店,个人用户,2,3612.01,0.15,6140.42
ORD20242343,2024-03-25,电子产品,无线蓝牙耳机,华南,广州,线上商城,个人用户,1,1023.78,0.0,1023.78
ORD20260414,2024-03-25,运动户外,户外帐篷,华东,苏州,小程序,个人用户,1,360.35,0.05,342.33
ORD20249312,2024-03-25,食品饮料,手工巧克力,西南,昆明,小程序,个人用户,14,268.54,0.15,3195.63
ORD20249436,2024-03-25,运动户外,运动水壶,华东,南京,线上商城,个人用户,2,613.19,0.0,1226.38
ORD20261087,2024-03-25,食品饮料,挂耳咖啡,华中,郑州,APP,会员用户,22,227.9,0.2,4011.04
ORD20259328,2024-03-25,服装鞋帽,防风外套,华东,宁波,APP,个人用户,9,703.45,0.2,5064.84
ORD20250891,2024-03-25,美妆个护,保湿面霜,西南,成都,线上商城,企业采购,3,281.5,0.0,844.5
ORD20268168,2024-03-26,家居用品,陶瓷餐具套装,华东,宁波,线上商城,个人用户,2,832.77,0.2,1332.43
ORD20259237,2024-03-26,运动户外,健身哑铃,华北,石家庄,APP,个人用户,3,1094.79,0.0,3284.37
ORD20249412,2024-03-26,家居用品,记忆棉枕头,西南,重庆,小程序,会员用户,6,701.71,0.1,3789.23
ORD20260720,2024-03-26,服装鞋帽,纯棉T恤,西南,贵阳,线上商城,个人用户,1,793.92,0.0,793.92
ORD20257406,2024-03-26,电子产品,智能手机,华中,长沙,线上商城,企业采购,2,1656.77,0.0,3313.54
ORD20248072,2024-03-26,服装鞋帽,跑步鞋,西北,兰州,APP,个人用户,2,215.86,0.15,366.96
ORD20262546,2024-03-26,食品饮料,坚果零食礼包,华北,太原,线上商城,个人用户,7,203.68,0.05,1354.47
ORD20264906,2024-03-26,服装鞋帽,跑步鞋,华南,佛山,小程序,个人用户,4,448.55,0.2,1435.36
ORD20257300,2024-03-26,电子产品,高清显示器,华东,南京,线上商城,企业采购,2,7899.88,0.05,15009.77
ORD20262794,2024-03-26,办公用品,A4打印纸,华北,太原,APP,个人用户,9,677.14,0.2,4875.41
ORD20244150,2024-03-26,食品饮料,有机牛奶,西南,贵阳,线上商城,个人用户,14,45.27,0.15,538.71
ORD20256717,2024-03-26,电子产品,高清显示器,华北,太原,APP,企业采购,1,7223.42,0.05,6862.25
ORD20242373,2024-03-26,电子产品,智能手表,华南,佛山,线上商城,企业采购,1,3655.95,0.05,3473.15
ORD20240254,2024-03-26,运动户外,瑜伽垫,西南,重庆,小程序,个人用户,1,270.09,0.0,270.09
ORD20255179,2024-03-26,办公用品,办公椅,华东,宁波,线下门店,企业采购,2,36.43,0.0,72.86
ORD20244893,2024-03-26,服装鞋帽,纯棉T恤,华南,佛山,APP,个人用户,8,128.15,0.1,922.68
ORD20263019,2024-03-26,电子产品,便携充电宝,华北,北京,APP,会员用户,5,3829.26,0.15,16274.36
ORD20245376,2024-03-26,服装鞋帽,跑步鞋,华南,深圳,线上商城,会员用户,13,619.36,0.3,5636.18
ORD20253603,2024-03-26,办公用品,办公椅,华北,太原,线下门店,个人用户,8,456.85,0.1,3289.32
ORD20258557,2024-03-26,家居用品,实木置物架,华北,北京,小程序,个人用户,1,517.23,0.0,517.23
ORD20251256,2024-03-26,家居用品,北欧落地灯,西南,成都,线上商城,个人用户,2,1534.99,0.05,2916.48
ORD20267447,2024-03-26,美妆个护,防晒喷雾,华中,武汉,APP,会员用户,2,721.5,0.2,1154.4
ORD20240925,2024-03-26,食品饮料,有机牛奶,华东,南京,APP,个人用户,10,271.58,0.1,2444.22
ORD20247796,2024-03-26,母婴玩具,婴儿纸尿裤,华北,天津,线上商城,会员用户,2,105.97,0.15,180.15
ORD20257495,2024-03-26,家居用品,陶瓷餐具套装,华东,上海,线上商城,个人用户,8,955.55,0.15,6497.74
ORD20253013,2024-03-26,食品饮料,手工巧克力,华东,宁波,线下门店,个人用户,18,112.95,0.2,1626.48
ORD20268118,2024-03-26,办公用品,碎纸机,华南,东莞,APP,企业采购,4,698.14,0.0,2792.56
ORD20267943,2024-03-26,母婴玩具,儿童积木,华东,南京,线下门店,会员用户,3,312.09,0.0,936.27
ORD20264077,2024-03-26,电子产品,便携充电宝,西南,重庆,线上商城,企业采购,4,4728.04,0.3,13238.51
ORD20253178,2024-03-26,电子产品,智能手机,华南,广州,线上商城,个人用户,3,5337.19,0.1,14410.41
ORD20260022,2024-03-26,母婴玩具,保温奶瓶,华东,宁波,线下门店,个人用户,6,131.0,0.1,707.4
ORD20260879,2024-03-26,家居用品,北欧落地灯,华南,佛山,APP,会员用户,1,418.67,0.1,376.8
ORD20268716,2024-03-26,美妆个护,氨基酸洁面,华东,杭州,线下门店,个人用户,1,403.96,0.0,403.96
ORD20266215,2024-03-26,电子产品,无线蓝牙耳机,华东,南京,小程序,个人用户,4,3967.23,0.05,15075.47
ORD20251441,2024-03-26,服装鞋帽,跑步鞋,西南,贵阳,线上商城,个人用户,2,674.39,0.05,1281.34
ORD20253717,2024-03-26,家居用品,实木置物架,华东,苏州,APP,会员用户,2,315.93,0.0,631.86
ORD20247841,2024-03-26,美妆个护,香氛沐浴露,华东,杭州,线下门店,个人用户,4,548.12,0.1,1973.23
ORD20257972,2024-03-26,运动户外,瑜伽垫,华东,宁波,小程序,个人用户,1,1209.56,0.0,1209.56
ORD20264574,2024-03-26,美妆个护,保湿面霜,华北,北京,APP,会员用户,2,315.28,0.05,599.03
ORD20253418,2024-03-26,电子产品,高清显示器,华南,东莞,线下门店,个人用户,1,8747.53,0.0,8747.53
ORD20246982,2024-03-26,运动户外,瑜伽垫,华东,杭州,APP,个人用户,4,838.13,0.2,2682.02
ORD20265473,2024-03-26,运动户外,健身哑铃,西南,重庆,线上商城,个人用户,3,1083.08,0.0,3249.24
ORD20253386,2024-03-26,美妆个护,防晒喷雾,西北,西安,小程序,企业采购,3,510.09,0.1,1377.24
ORD20264861,2024-03-26,美妆个护,防晒喷雾,华东,宁波,线上商城,个人用户,1,259.02,0.0,259.02
ORD20246727,2024-03-26,电子产品,便携充电宝,华南,广州,APP,企业采购,4,5567.41,0.05,21156.16
ORD20264950,2024-03-26,食品饮料,挂耳咖啡,华北,石家庄,APP,个人用户,2,164.83,0.15,280.21
ORD20246112,2024-03-26,服装鞋帽,防风外套,华东,上海,线上商城,个人用户,4,555.18,0.05,2109.68
ORD20266080,2024-03-26,电子产品,便携充电宝,华东,上海,线下门店,个人用户,2,7579.33,0.0,15158.66
ORD20254777,2024-03-26,食品饮料,坚果零食礼包,华东,杭州,线上商城,个人用户,20,44.96,0.2,719.36
ORD20262450,2024-03-26,办公用品,碎纸机,华北,太原,线上商城,会员用户,8,209.95,0.05,1595.62
ORD20250370,2024-03-26,电子产品,机械键盘,华东,南京,线上商城,个人用户,2,2674.73,0.0,5349.46
ORD20252430,2024-03-26,服装鞋帽,修身牛仔裤,华北,北京,APP,会员用户,5,483.5,0.15,2054.88
ORD20241792,2024-03-26,办公用品,中性笔套装,西北,乌鲁木齐,小程序,个人用户,1,424.55,0.1,382.1
ORD20250449,2024-03-26,美妆个护,保湿面霜,华南,佛山,线上商城,企业采购,1,385.26,0.0,385.26
ORD20252357,2024-03-26,家居用品,实木置物架,华东,上海,APP,个人用户,4,803.69,0.1,2893.28
ORD20257267,2024-03-26,家居用品,记忆棉枕头,华东,苏州,线上商城,个人用户,1,467.19,0.0,467.19
ORD20243407,2024-03-26,服装鞋帽,连帽卫衣,西南,重庆,线上商城,个人用户,5,731.88,0.0,3659.4
ORD20263097,2024-03-26,家居用品,记忆棉枕头,华东,杭州,APP,个人用户,5,666.29,0.0,3331.45
ORD20257920,2024-03-26,电子产品,智能手表,华南,深圳,线上商城,企业采购,2,1779.99,0.15,3025.98
ORD20252805,2024-03-26,家居用品,陶瓷餐具套装,华东,上海,APP,个人用户,2,1080.39,0.0,2160.78
ORD20241178,2024-03-26,家居用品,北欧落地灯,西北,西安,线上商城,个人用户,3,241.35,0.0,724.05
ORD20263089,2024-03-26,食品饮料,手工巧克力,东北,沈阳,线下门店,会员用户,14,202.57,0.2,2268.78
ORD20254097,2024-03-26,电子产品,机械键盘,华南,深圳,小程序,企业采购,2,7838.61,0.2,12541.78
ORD20266068,2024-03-26,办公用品,A4打印纸,华北,石家庄,线上商城,个人用户,10,522.69,0.05,4965.56
ORD20262115,2024-03-26,电子产品,便携充电宝,华东,杭州,线上商城,个人用户,5,1632.31,0.2,6529.24
ORD20268764,2024-03-26,办公用品,文件收纳盒,华东,宁波,APP,个人用户,13,120.92,0.3,1100.37
ORD20265715,2024-03-26,运动户外,瑜伽垫,东北,哈尔滨,APP,个人用户,4,278.87,0.3,780.84
ORD20252468,2024-03-26,母婴玩具,儿童积木,华东,宁波,APP,个人用户,1,435.73,0.1,392.16
ORD20252472,2024-03-26,办公用品,碎纸机,东北,哈尔滨,线上商城,会员用户,3,672.38,0.0,2017.14
ORD20250783,2024-03-26,美妆个护,香氛沐浴露,华东,苏州,线上商城,个人用户,3,327.03,0.0,981.09
ORD20267999,2024-03-26,食品饮料,手工巧克力,东北,大连,小程序,个人用户,12,23.87,0.0,286.44
ORD20268843,2024-03-27,食品饮料,有机牛奶,华南,东莞,APP,企业采购,2,170.91,0.0,341.82
ORD20252628,2024-03-27,食品饮料,坚果零食礼包,华南,广州,线上商城,个人用户,5,257.15,0.0,1285.75
ORD20266110,2024-03-27,办公用品,A4打印纸,华东,苏州,线下门店,会员用户,14,634.37,0.2,7104.94
ORD20246038,2024-03-27,服装鞋帽,跑步鞋,华东,杭州,APP,个人用户,7,336.08,0.2,1882.05
ORD20258127,2024-03-27,服装鞋帽,跑步鞋,华中,长沙,线上商城,会员用户,7,898.68,0.05,5976.22
ORD20269587,2024-03-27,食品饮料,有机牛奶,华南,东莞,APP,个人用户,4,228.22,0.05,867.24
ORD20241740,2024-03-27,办公用品,办公椅,华南,深圳,线上商城,会员用户,3,388.23,0.0,1164.69
ORD20264868,2024-03-27,电子产品,机械键盘,华东,宁波,线下门店,个人用户,5,4980.17,0.15,21165.72
ORD20253549,2024-03-27,家居用品,加湿器,华东,上海,线上商城,个人用户,6,365.9,0.05,2085.63
ORD20245050,2024-03-27,服装鞋帽,连帽卫衣,华东,宁波,小程序,会员用户,3,862.76,0.0,2588.28
